chr	start	end	txplus	txminus
1	169792529	169794963	0	1
1	169849631	169894267	0	1
1	169859756	169860052	1	0
1	169915004	169915198	0	1
1	169921326	170085208	0	1
1	169957942	169958246	0	1
1	169990067	169990196	1	0
1	170024077	170024683	1	0
1	170115636	170116576	1	0
1	170145959	170168866	1	0
1	170151378	170151462	0	1
1	170151378	170151462	1	0
1	170173865	170304358	1	0
1	170211010	170211457	0	1
1	170271395	170284277	0	1
1	170369223	170370367	0	1
1	170460453	170532647	0	1
1	170532129	170553446	1	0
1	170587249	170588236	0	1
1	170598854	170647339	1	0
1	170662728	170739421	1	0
1	170667381	170669425	1	0
1	170748573	171251857	0	1
1	170935471	171064765	1	0
1	171083565	171085205	1	0
1	171090901	171117819	1	0
1	171101728	171101806	0	1
1	171101739	171101798	1	0
1	171137740	171161568	1	0
1	171185249	171212686	1	0
1	171199244	171227788	0	1
1	171248471	171285978	1	0
1	171253906	171254022	0	1
1	171270954	171271590	0	1
1	171314183	171342084	1	0
1	171339299	171339959	1	0
1	171345105	171345307	0	1
1	171392229	171392790	1	0
1	171444699	171444963	0	1
1	171485551	171593511	1	0
1	171600621	171638799	1	0
1	171635417	171652688	0	1
1	171670517	171670939	0	1
1	171683128	171684438	0	1
1	171700160	171742074	0	1
1	171751543	171752025	0	1
1	171755803	171756323	0	1
1	171762074	171762524	1	0
1	171768070	171768175	1	0
1	171781660	171814023	1	0
1	171803517	171803939	1	0
1	171824610	171824959	0	1
1	171841498	172418466	1	0
1	171864187	171864687	1	0
1	172138397	172144840	0	1
1	172138798	172138907	0	1
1	172138808	172138888	1	0
1	172144535	172144644	0	1
1	172210711	172213499	0	1
1	172366540	172366646	1	0
1	172370189	172444086	0	1
1	172420685	172468831	1	0
1	172532349	172611833	1	0
1	172613428	172613534	0	1
1	172659103	172666876	1	0
1	172748560	172749502	1	0
1	172752586	172752924	1	0
1	172775905	173064015	1	0
1	172885947	172886258	0	1
1	172906900	172907684	1	0
1	173039960	173050963	0	1
1	173141100	173142350	0	1
1	173174300	173175503	0	1
1	173183731	173207331	0	1
1	173351689	173352004	1	0
1	173362397	173363733	0	1
1	173417793	173489407	0	1
1	173477330	173488815	1	0
1	173500460	173603072	0	1
1	173555251	173612772	1	0
1	173608336	173669851	0	1
1	173635338	173637130	1	0
1	173714941	173786692	1	0
1	173741674	173741928	1	0
1	173791548	173791887	1	0
1	173799550	173824720	0	1
1	173808489	173808622	1	0
1	173824653	173858808	1	0
1	173858559	173868882	0	1
1	173862473	173863941	1	0
1	173868082	173903549	1	0
1	173903804	173917378	0	1
1	173921070	173921200	1	0
1	173931084	174022357	0	1
1	173969318	173969436	0	1
1	174009267	174016206	0	1
1	174022509	174022985	1	0
1	174090136	174090474	0	1
1	174110268	174160165	0	1
1	174159410	174995308	1	0
1	174367105	174368039	0	1
1	174447964	174449545	1	0
1	174756850	174757119	0	1
1	174849667	174850168	0	1
1	174892417	174893155	1	0
1	174896958	174897996	1	0
1	174922107	174922440	0	1
1	174934947	174954261	0	1
1	174996524	174996629	1	0
1	174998353	174999623	0	1
1	174999163	175012027	1	0
1	175010789	175023425	0	1
1	175022479	175022580	0	1
1	175044626	175045648	0	1
1	175067833	175148075	1	0
1	175156986	175192999	0	1
1	175203228	175204849	0	1
1	175297080	175297240	1	0
1	175307218	175335459	1	0
1	175315194	175743616	0	1
1	175538775	175556818	0	1
1	175877343	175880468	1	0
1	175904762	175921057	0	1
1	175921975	175922145	1	0
1	175944831	176207286	0	1
1	175968398	175968540	0	1
1	176017277	176018760	1	0
1	176207648	176447919	1	0
1	176217541	176217602	1	0
1	176231200	176231830	0	1
1	176243862	176244029	0	1
1	176272483	176273402	1	0
1	176305672	176306095	0	1
1	176367699	176368401	0	1
1	176463171	176845601	1	0
1	176616273	176616786	0	1
1	176829128	176831841	0	1
1	176857302	177164973	0	1
1	177029363	177029445	0	1
1	177170958	177282422	1	0
1	177351562	177437880	1	0
1	177392667	177920152	0	1
1	177700524	177712275	1	0
1	177923956	177984303	0	1
1	178006136	178037950	0	1
1	178017127	178017343	1	0
1	178090677	178093984	0	1
1	178094141	178484147	1	0
1	178194342	178194709	0	1
1	178411616	178411972	1	0
1	178479247	178499634	0	1
1	178484408	178484682	1	0
1	178511563	178513051	0	1
1	178513109	178548602	1	0
1	178542752	178548889	1	0
1	178560913	178561029	1	0
1	178651706	178652282	1	0
1	178677749	178677834	1	0
1	178724306	178726285	0	1
1	178725147	178921841	1	0
1	178746683	178747754	0	1
1	178753654	178753772	0	1
1	178849535	178871077	0	1
1	179025804	179076567	1	0
1	179035309	179035652	0	1
1	179082070	179098023	1	0
1	179099330	179229684	0	1
1	179137764	179137934	1	0
1	179183734	179184547	1	0
1	179196473	179196579	1	0
1	179201487	179201627	1	0
1	179201705	179201926	1	0
1	179220938	179222125	1	0
1	179255733	179256081	1	0
1	179271116	179271266	0	1
1	179293714	179358680	1	0
1	179365720	179554735	1	0
1	179447578	179448440	0	1
1	179447602	179457315	0	1
1	179543201	179548922	0	1
1	179550539	179575952	0	1
1	179576268	179576349	1	0
1	179586705	179589175	1	0
1	179590372	179591305	1	0
1	179591613	179691272	1	0
1	179730191	179742697	1	0
1	179743163	179816198	1	0
1	179816184	179818191	0	1
1	179829609	179836124	0	1
1	179839967	179877803	0	1
1	179881607	179882595	0	1
1	179882042	179925000	1	0
1	179900262	179900564	1	0
1	179926641	179941796	0	1
1	179953184	179954440	0	1
1	179954773	180114875	1	0
1	179968686	179969506	1	0
1	180000438	180000808	0	1
1	180117140	180123890	0	1
1	180154869	180204030	1	0
1	180230264	180278984	1	0
1	180269653	180502954	0	1
1	180434800	180435936	1	0
1	180438314	180438390	0	1
1	180509380	180566523	1	0
1	180519016	180519119	0	1
1	180632022	180890279	1	0
1	180758722	180758817	1	0
1	180906651	180909166	1	0
1	180912897	180951614	1	0
1	180944042	180976482	0	1
1	180949699	180954887	0	1
1	180964511	180965909	1	0
1	180970837	180971247	1	0
1	180972712	181023121	0	1
1	181033425	181061938	1	0
1	181088700	181092900	1	0
1	181174484	181182208	1	0
1	181190471	181191149	0	1
1	181236388	181238604	1	0
1	181317690	181808084	1	0
1	181668749	181669028	1	0
1	181771566	181771644	1	0
1	181808927	181812495	0	1
1	181812705	181813261	1	0
1	181839473	181839774	0	1
1	181962889	181998985	0	1
1	182054570	182061712	0	1
1	182062677	182069253	0	1
1	182086551	182090112	1	0
1	182096338	182314061	0	1
1	182127297	182128682	0	1
1	182182730	182183096	0	1
1	182327068	182327174	1	0
1	182328497	182329007	1	0
1	182336001	182336334	1	0
1	182378098	182392206	0	1
1	182398117	182400667	0	1
1	182407621	182414815	1	0
1	182409192	182560599	1	0
1	182433893	182434461	0	1
1	182441577	182442362	1	0
1	182573634	182589256	0	1
1	182576772	182577040	0	1
1	182598623	182604389	0	1
1	182615254	182616629	1	0
1	182641816	182684576	0	1
1	182712862	182714544	1	0
1	182733792	182734779	1	0
1	182789293	182830384	1	0
1	182837185	182839561	0	1
1	182839347	182887982	1	0
1	182899865	182953525	0	1
1	182942115	182942404	0	1
1	182944365	182944490	0	1
1	182955390	182956148	0	1
1	182959074	182960405	0	1
1	182982212	182982318	0	1
1	183023420	183145592	1	0
1	183138402	183141282	0	1
1	183186238	183245127	1	0
1	183248237	183418380	0	1
1	183252263	183258968	1	0
1	183266602	183267285	1	0
1	183372870	183374556	1	0
1	183460874	183472265	0	1
1	183472216	183598246	1	0
1	183555562	183590876	0	1
1	183613537	183619335	1	0
1	183620846	183635783	0	1
1	183636085	183928531	1	0
1	183646275	183653316	0	1
1	183709305	183710240	0	1
1	183754418	183754937	0	1
1	183929854	184037729	0	1
1	184051651	184122529	1	0
1	184080657	184149652	0	1
1	184171714	184171823	0	1
1	184315658	184315765	1	0
1	184329071	184332826	1	0
1	184335658	184335949	1	0
1	184385753	184386704	0	1
1	184387029	184629019	1	0
1	184408337	184412360	1	0
1	184566511	184567835	1	0
1	184607599	184672166	0	1
1	184664282	184668535	1	0
1	184690237	184754907	0	1
1	184790724	184974508	0	1
1	184821428	184821489	0	1
1	184999710	185008789	1	0
1	185014951	185015067	0	1
1	185045526	185102603	1	0
1	185071567	185072035	0	1
1	185118101	185157072	0	1
1	185157080	185291781	1	0
1	185171335	185171710	0	1
1	185226808	185227700	0	1
1	185251313	185251411	1	0
1	185257911	185258015	0	1
1	185262286	185264356	0	1
1	185266535	185266627	1	0
1	185280844	185281816	1	0
1	185292384	185294372	0	1
1	185296388	185317273	0	1
1	185317779	185318530	1	0
1	185321157	185335039	0	1
1	185434244	185434305	1	0
1	185435839	185436047	1	0
1	185518651	185520986	1	0
1	185558371	185628944	0	1
1	185630428	185630528	0	1
1	185634073	185634182	0	1
1	185646463	185657168	1	0
1	185734391	186190949	1	0
1	186176814	186177302	0	1
1	186224472	186228191	1	0
1	186296279	186314567	1	0
1	186311652	186375693	0	1
1	186311825	186311928	0	1
1	186375838	186421378	1	0
1	186423481	186521147	1	0
1	186443566	186461114	0	1
1	186521773	186522304	1	0
1	186578279	186579299	1	0
1	186580515	186581191	0	1
1	186624700	186626619	1	0
1	186671791	186680423	0	1
1	186680622	186681446	1	0
1	186828949	186988981	1	0
1	187070700	187686628	1	0
1	187506838	187507119	0	1
1	187563061	187564131	1	0
1	187632166	187632439	1	0
1	187706561	187708898	1	0
1	187714243	187714735	0	1
1	188013642	188144768	1	0
1	188067298	188067525	0	1
1	188155839	188156180	0	1
1	188218400	188220676	1	0
1	188242139	188242678	0	1
1	188508538	188536465	1	0
1	188671353	188671759	1	0
1	188694320	188695111	1	0
1	188705623	188732208	0	1
1	188869474	188888540	0	1
1	188905688	189037564	1	0
1	189035961	189036444	0	1
1	189132350	189133292	0	1
1	189666149	189666256	0	1
1	189775465	189814918	1	0
1	189868001	189868528	0	1
1	189868381	189876160	1	0
1	189989570	189993097	0	1
1	190097658	190478404	0	1
1	190264898	190362270	1	0
1	190478551	190480735	1	0
1	190480379	190494297	1	0
1	190624890	190801658	1	0
1	190781787	190781995	1	0
1	190797524	190797956	1	0
1	190878145	191151410	0	1
1	191146025	191146961	0	1
1	191151510	191154634	1	0
1	191179521	191179739	0	1
1	191221159	191228467	0	1
1	191823432	192011260	1	0
1	191858707	191890229	0	1
1	192158462	192185815	1	0
1	192167786	192957713	0	1
1	192246708	192247487	0	1
1	192247505	192247947	1	0
1	192316992	192367285	1	0
1	192517190	192538102	1	0
1	192575773	192580024	1	0
1	192636138	192660306	1	0
1	192716132	192716653	1	0
1	192716328	192716390	1	0
1	192796533	192797205	1	0
1	192800571	192801141	1	0
1	192809039	192812275	1	0
1	192875686	192875985	0	1
1	192993449	192994677	0	1
1	193012250	193060080	0	1
1	193057281	193057415	0	1
1	193059422	193091777	1	0
1	193090866	193106114	0	1
1	193121983	193254815	1	0
1	193136503	193136583	1	0
1	193178730	193186613	0	1
1	193236794	193237107	0	1
1	193304745	193365953	1	0
1	193457422	193465198	1	0
1	193473224	194198708	1	0
1	193678894	193727035	1	0
1	193684246	193688429	0	1
1	193756815	193757267	0	1
1	194188967	194190342	1	0
1	194350943	194352426	1	0
1	194488103	194488205	0	1
1	194718795	194719236	1	0
1	194785517	194931310	0	1
1	195747024	195763501	0	1
1	196044883	196065235	0	1
1	196225779	196609225	0	1
1	196582413	196582481	0	1
1	196652043	196747504	1	0
1	196774813	196795407	1	0
1	196819757	196832189	1	0
1	196850283	196884793	1	0
1	196888014	196918713	1	0
1	196943738	196959622	1	0
1	196970495	196970671	1	0
1	196977556	197009678	1	0
1	197038741	197067260	0	1
1	197084127	197146694	0	1
1	197138748	197139307	0	1
1	197153680	197200542	0	1
1	197222222	197223255	1	0
1	197268204	197478455	1	0
1	197363817	197364078	1	0
1	197437976	197447469	0	1
1	197504748	197775696	0	1
1	197685640	197685740	0	1
1	197688760	197690627	1	0
1	197735636	197736107	1	0
1	197746751	197747451	0	1
1	197757319	197761965	1	0
1	197902630	197907367	1	0
1	197911902	197935478	1	0
1	198156994	198322420	1	0
1	198197779	198198186	0	1
1	198450666	198519877	0	1
1	198523222	198540945	0	1
1	198597724	198598868	0	1
1	198638457	198757476	1	0
1	198657553	198667061	0	1
1	198679139	198680033	0	1
1	198777861	198937471	0	1
1	198858873	198858982	0	1
1	198859044	198859153	0	1
1	198949016	198949805	1	0
1	198973379	198985506	1	0
1	199006040	199021037	0	1
1	199016133	199076735	1	0
1	199040501	199080975	0	1
1	199148598	199393307	1	0
1	199371877	199372297	1	0
1	199387141	199388475	1	0
1	199752491	199752890	1	0
1	199876978	199877558	1	0
1	199888159	199888261	1	0
1	199908921	199909648	1	0
1	200008505	200008607	0	1
1	200014689	200014795	0	1
1	200027614	200177420	1	0
1	200054061	200054165	1	0
1	200147531	200148279	0	1
1	200213678	200214322	1	0
1	200253419	200400705	0	1
1	200315435	200315967	0	1
1	200329161	200329677	1	0
1	200333193	200478669	1	0
1	200404940	200410056	0	1
1	200478020	200483604	0	1
1	200551497	200620751	0	1
1	200623896	200669907	0	1
1	200669507	200694250	1	0
1	200739558	200860704	1	0
1	200863808	200864152	1	0
1	200872981	200874178	1	0
1	200891048	200915742	1	0
1	200917460	200966668	1	0
1	200933345	200933447	0	1
1	200969390	201023700	0	1
1	201023949	201028792	1	0
1	201031136	201043073	1	0
1	201039512	201112451	0	1
1	201113953	201127184	0	1
1	201134772	201171574	0	1
1	201190824	201228952	1	0
1	201222113	201223123	0	1
1	201283452	201332993	1	0
1	201359008	201377764	0	1
1	201380833	201399915	0	1
1	201399633	201401190	1	0
1	201403768	201429866	0	1
1	201428975	201429361	1	0
1	201464278	201469237	0	1
1	201464383	201465146	0	1
1	201483530	201509456	0	1
1	201507241	201534784	1	0
1	201518703	201584367	1	0
1	201622885	201826969	1	0
1	201673105	201674144	0	1
1	201688259	201829559	0	1
1	201719508	201719627	1	0
1	201723294	201737506	0	1
1	201733406	201733505	1	0
1	201808611	201808702	1	0
1	201829149	201884291	1	0
1	201863373	201863447	1	0
1	201888680	201892587	1	0
1	201893842	201899978	1	0
1	201896456	201946588	0	1
1	201955503	201970664	1	0
1	201978461	201978595	1	0
1	201978642	201978949	1	0
1	201982372	202006147	1	0
1	201995696	202010463	0	1
1	202003124	202003236	1	0
1	202007945	202017183	1	0
1	202011370	202015657	1	0
1	202028606	202028692	1	0
1	202039851	202039934	1	0
1	202070841	202070943	1	0
1	202096759	202096978	1	0
1	202122917	202133592	1	0
1	202133404	202144743	0	1
1	202147013	202161588	0	1
1	202168051	202189455	1	0
1	202193901	202319781	1	0
1	202331657	202341959	0	1
1	202348699	202592706	1	0
1	202369526	202370145	0	1
1	202410108	202410207	0	1
1	202438396	202439957	1	0
1	202471864	202472117	0	1
1	202527310	202527427	0	1
1	202590596	202710454	0	1
1	202604268	202605293	1	0
1	202632428	202632911	1	0
1	202724495	202808487	0	1
1	202767229	202767418	0	1
1	202796030	202797094	1	0
1	202810238	202810829	0	1
1	202810954	202812156	1	0
1	202820266	202827225	1	0
1	202851828	202861620	0	1
1	202861754	202875241	1	0
1	202878282	202889149	0	1
1	202891116	202928636	0	1
1	202911812	202912729	1	0
1	202914880	202914980	0	1
1	202940832	202958572	0	1
1	202961873	202967275	0	1
1	202986557	202988582	0	1
1	202999738	203000352	1	0
1	203007374	203024848	1	0
1	203026498	203078740	1	0
1	203083129	203086012	0	1
1	203090654	203167405	1	0
1	203115468	203128367	0	1
1	203144694	203152579	0	1
1	203167811	203175826	0	1
1	203178931	203186704	0	1
1	203212827	203273641	0	1
1	203255743	203256475	1	0
1	203273221	203288804	1	0
1	203298758	203305309	0	1
1	203305491	203309602	1	0
1	203318996	203319099	0	1
1	203340628	203351758	0	1
1	203353365	203353651	0	1
1	203400266	203400581	0	1
1	203475806	203491352	1	0
1	203494153	203508949	1	0
1	203626561	203744081	1	0
1	203656969	203657760	0	1
1	203729581	203729705	1	0
1	203765177	203776372	1	0
1	203795654	203854999	1	0
1	203795714	203854999	1	0
1	203805621	203806263	0	1
1	203835585	203835912	0	1
1	203861599	203871152	1	0
1	203872574	203874187	0	1
1	203903723	203904013	0	1
1	203954640	203955780	1	0
1	203996532	204008357	1	0
1	204032447	204041265	0	1
1	204064533	204073965	0	1
1	204073115	204127743	1	0
1	204131062	204131966	1	0
1	204131062	204152044	0	1
1	204141404	204143327	1	0
1	204154819	204190324	0	1
1	204183006	204183537	1	0
1	204190341	204196491	0	1
1	204198163	204213988	0	1
1	204218853	204377665	0	1
1	204276901	204280363	1	0
1	204346776	204347258	0	1
1	204368431	204369719	0	1
1	204377850	204435846	1	0
1	204394541	204394774	1	0
1	204403381	204411817	0	1
1	204422628	204494724	0	1
1	204516379	204558120	1	0
1	204528845	204529692	0	1
1	204562413	204562521	0	1
1	204603035	204616565	1	0
1	204617170	204685738	0	1
1	204626775	204629712	1	0
1	204663872	204664613	1	0
1	204707320	204707430	0	1
1	204727991	204728106	1	0
1	204822664	204829274	0	1
1	204828651	205022822	1	0
1	204946608	204947169	1	0
1	205042937	205078289	1	0
1	205083129	205084460	0	1
1	205086142	205122015	0	1
1	205091163	205091946	1	0
1	205134646	205134950	1	0
1	205142505	205211702	0	1
1	205202191	205202742	1	0
1	205227946	205285632	1	0
1	205233821	205236867	0	1
1	205302063	205321745	0	1
1	205336065	205357090	0	1
1	205351247	205351471	1	0
1	205373252	205387440	1	0
1	205381378	205455954	0	1
1	205434885	205457091	0	1
1	205448302	205448398	0	1
1	205455929	205469024	1	0
1	205504595	205532793	1	0
1	205566716	205566799	1	0
1	205568885	205602918	1	0
1	205595041	205595147	1	0
1	205597556	205632011	0	1
1	205625483	205626153	1	0
1	205657851	205680509	0	1
1	205684018	205684307	1	0
1	205712822	205750182	0	1
1	205731221	205731352	0	1
1	205767986	205775482	0	1
1	205775559	205783623	1	0
1	205789094	205813748	0	1
1	205813322	205896082	1	0
1	205828025	205850132	0	1
1	205913048	205943460	0	1
1	205935128	205935768	1	0
1	205976740	206003461	0	1
1	206009264	206023895	0	1
1	206035253	206062257	1	0
1	206053173	206102449	1	0
1	206080239	206080324	1	0
1	206106936	206117699	0	1
1	206117783	206126805	1	0
1	206147164	206166149	1	0
1	206160887	206161276	0	1
1	206175060	206177246	0	1
1	206186179	206204414	0	1
1	206203345	206464443	1	0
1	206333327	206333438	0	1
1	206470476	206496889	1	0
1	206474803	206474864	1	0
1	206491116	206497728	0	1
1	206503948	206504456	1	0
1	206507531	206589448	1	0
1	206528915	206529706	1	0
1	206541758	206544892	1	0
1	206571292	206612465	0	1
1	206634196	206635714	0	1
1	206635536	206684419	1	0
1	206684905	206734281	1	0
1	206695837	206696269	0	1
1	206747980	206748092	0	1
1	206767602	206774541	0	1
1	206770764	206842981	1	0
1	206865354	206869223	1	0
1	206897443	206904139	1	0
1	206903317	206923247	0	1
1	206905928	206906393	1	0
1	206907619	206908229	1	0
1	206928522	206946466	0	1
1	206957965	206970625	0	1
1	207018522	207032756	0	1
1	207034366	207081024	1	0
1	207043849	207052980	0	1
1	207088860	207099993	1	0
1	207104233	207144972	1	0
1	207127010	207127486	0	1
1	207150205	207150281	0	1
1	207165496	207183910	1	0
1	207179296	207184062	1	0
1	207225798	207229202	1	0
1	207240122	207309292	1	0
1	207321532	207386804	1	0
1	207401691	207416236	0	1
1	207454230	207489895	1	0
1	207496147	207641765	1	0
1	207551925	207606555	0	1
1	207645133	207738416	1	0
1	207645234	207657410	1	0
1	207658454	207659142	1	0
1	207708898	207708981	0	1
1	207709024	207711508	0	1
1	207752054	207795513	1	0
1	207762584	207763263	1	0
1	207801518	207879115	0	1
1	207801852	207801939	0	1
1	207802443	207802523	0	1
1	207880972	207911402	0	1
1	207909992	207917088	1	0
1	207959292	207969329	1	0
1	208022242	208244384	0	1
1	208106102	208107655	1	0
1	208255290	208255376	0	1
1	208266059	208270667	0	1
1	208606564	208614295	0	1
1	208626741	208628085	0	1
1	208697369	208697698	0	1
1	208728665	208736286	1	0
1	208972454	208975307	1	0
1	209001338	209001476	1	0
1	209107503	209114419	1	0
1	209147220	209266758	0	1
1	209173014	209173375	1	0
1	209232196	209233419	1	0
1	209267798	209268223	0	1
1	209325392	209328535	1	0
1	209367662	209380518	1	0
1	209428817	209432838	1	0
1	209432133	209432242	1	0
1	209528455	209567673	0	1
1	209531236	209536351	1	0
1	209583714	209613939	1	0
1	209614870	209652425	0	1
1	209623444	209623510	0	1
1	209661364	209724125	0	1
1	209675412	209676390	1	0
1	209686178	209734949	1	0
1	209744373	209745214	1	0
1	209756032	209782320	1	0
1	209779208	209784559	0	1
1	209785617	209806175	0	1
1	209827972	209857565	1	0
1	209900923	210171389	1	0
1	209987333	209997092	0	1
1	210231456	210234047	0	1
1	210232796	210246631	1	0
1	210265636	210267241	0	1
1	210303684	210304540	1	0
1	210328252	210676296	1	0
1	210362861	210366948	0	1
1	210374154	210374267	0	1
1	210386657	210394112	0	1
1	210462345	210463012	0	1
1	210676823	211134165	0	1
1	210678315	210681932	1	0
1	210859177	210862285	0	1
1	211108445	211207138	0	1
1	211132588	211133374	0	1
1	211173488	211173849	1	0
1	211207239	211207897	1	0
1	211258377	211316385	1	0
1	211326615	211374946	1	0
1	211376834	211382717	0	1
1	211382736	211435570	1	0
1	211417025	211417934	1	0
1	211442274	211442806	1	0
1	211476522	211492917	0	1
1	211492255	211492917	1	0
1	211571568	211579161	0	1
1	211583015	211583725	0	1
1	211635865	211644114	0	1
1	211639440	211654627	1	0
1	211658657	211675630	0	1
1	211660189	211661277	0	1
1	211675749	211690103	1	0
1	211715928	211725402	0	1
1	211743457	211830763	0	1
1	211792111	211792406	0	1
1	211803017	211803104	1	0
1	211829636	211853703	1	0
1	211936249	211936634	1	0
1	211940399	212035557	0	1
1	212025561	212025682	1	0
1	212035553	212107400	1	0
1	212051524	212052006	0	1
1	212077613	212077685	1	0
1	212099521	212099676	0	1
1	212168207	212190259	1	0
1	212225278	212238977	0	1
1	212285410	212361853	1	0
1	212297448	212299579	1	0
1	212299495	212331713	0	1
1	212309051	212309518	0	1
1	212352816	212352950	1	0
1	212357418	212358353	1	0
1	212363931	212414901	0	1
1	212430269	212432775	0	1
1	212432920	212446379	1	0
1	212466699	212472905	0	1
1	212504178	212534060	1	0
1	212545694	212556065	1	0
1	212557833	212559731	0	1
1	212559363	212561399	1	0
1	212565334	212620777	1	0
1	212624284	212626771	0	1
1	212624474	212626775	1	0
1	212647296	212647755	1	0
1	212653305	212665638	0	1
1	212686417	212699840	0	1
1	212726153	212791782	0	1
1	212791828	212816830	1	0
1	212824027	212824505	1	0
1	212830141	212847649	0	1
1	212852105	212858126	0	1
1	212853280	212853426	1	0
1	212855175	212855366	0	1
1	212858275	212899363	1	0
1	212916787	212917577	1	0
1	212950520	212992037	1	0
1	212992182	213015867	0	1
1	213051233	213274774	1	0
1	213428708	213429077	0	1
1	213492288	213579267	1	0
1	213731416	213794587	1	0
1	213817751	213988508	0	1
1	213924749	213926654	0	1
1	213983181	214041510	1	0
1	213983793	213986419	0	1
1	214028891	214030901	0	1
1	214051194	214187773	0	1
1	214281102	214337131	1	0
1	214344172	214357615	0	1
1	214348700	214552449	0	1
1	214482813	214483387	0	1
1	214532195	214533467	1	0
1	214603195	214664571	1	0
1	214605470	214608840	0	1
1	214612960	214613398	0	1
1	214870734	214871716	1	0
1	214943123	214943540	1	0
1	214946909	214988040	1	0
1	215005775	215237093	1	0
1	215376484	215377374	1	0
1	215393646	215394418	0	1
1	215567304	215621807	1	0
1	215622891	216423448	0	1
1	215630026	215630117	0	1
1	215886582	215901464	1	0
1	216072465	216086917	1	0
1	216194051	216204366	1	0
1	216201635	216201826	0	1
1	216503246	217137755	0	1
1	217426992	217631090	0	1
1	217631324	217871696	1	0
1	217781198	217785120	0	1
1	217850403	217850633	0	1
1	217892900	217920804	1	0
1	218031835	218033660	1	0
1	218043505	218059140	1	0
1	218046943	218049221	0	1
1	218129795	218129952	1	0
1	218285293	218337983	1	0
1	218301262	218301972	0	1
1	218338541	218338756	1	0
1	218344196	218345678	0	1
1	218345336	218444619	1	0
1	218442626	218443996	1	0
1	218459265	218525978	1	0
1	218541690	218541899	0	1
1	218881600	218882650	0	1
1	218912757	218918714	0	1
1	218983023	219173961	0	1
1	219173869	219212865	1	0
1	219199914	219200567	0	1
1	219222248	219225497	0	1
1	219270774	219273387	1	0
1	219294982	219297668	1	0
1	219409039	219459369	0	1
1	219557192	219557701	1	0
1	219608010	219613145	0	1
1	219685427	219958647	0	1
1	219761789	219761875	1	0
1	219962652	219962865	1	0
1	219968600	220046530	0	1
1	220057482	220090462	0	1
1	220094132	220148041	1	0
1	220117853	220117962	0	1
1	220118157	220118241	0	1
1	220143964	220144351	0	1
1	220148293	220272453	0	1
1	220200538	220200619	0	1
1	220200546	220200676	0	1
1	220207618	220208282	1	0
1	220220291	220220593	1	0
1	220253570	220254536	1	0
1	220266706	220267917	0	1
1	220313945	220315565	0	1
1	220316667	220317599	0	1
1	220359731	220360183	0	1
1	220401122	220404033	1	0
1	220448516	220448853	1	0
1	220455154	220455312	0	1
1	220467954	220468808	1	0
1	220485104	220487558	0	1
1	220528136	220664461	1	0
1	220571739	220572035	0	1
1	220625740	220628056	1	0
1	220690363	220699153	1	0
1	220748225	220784815	1	0
1	220786913	220819659	1	0
1	220825620	220826063	1	0
1	220825776	220825893	1	0
1	220828676	220829211	0	1
1	220829255	220832429	1	0
1	220832763	220880140	0	1
1	220879443	220885059	1	0
1	221133865	221134221	0	1
1	221330080	221336489	0	1
1	221508559	221510979	1	0
1	221549362	221554314	1	0
1	221549786	221550643	0	1
1	221555550	221563653	0	1
1	221701424	221742089	0	1
1	221819842	221840717	0	1
1	221837334	221837437	0	1
1	221880981	221978523	0	1
1	221966341	221984964	1	0
1	222010825	222064773	0	1
1	222088806	222389103	0	1
1	222261833	222262796	0	1
1	222452738	222454705	0	1
1	222468094	222470882	1	0
1	222477252	222504622	0	1
1	222503632	222503735	0	1
1	222510169	222519732	0	1
1	222522258	222548104	0	1
1	222557902	222589933	0	1
1	222589825	222593843	1	0
1	222618097	222668007	1	0
1	222641414	222641858	0	1
1	222658867	222661512	0	1
1	222668013	222713210	0	1
1	222712553	222735196	1	0
1	222737207	222750805	1	0
1	222743356	222773149	0	1
1	222815022	222837384	1	0
1	222872271	223005995	1	0
1	222945725	222945900	1	0
1	223091872	223103335	0	1
1	223109404	223143248	0	1
1	223144049	223144954	1	0
1	223181144	223188154	1	0
1	223220819	223364178	0	1
1	223373822	223373956	1	0
1	223393415	223395465	1	0
1	223538007	223665723	0	1
1	223644110	223644383	0	1
1	223690051	223690114	1	0
1	223701593	223776018	1	0
1	223779893	223845954	0	1
1	223856579	223857387	0	1
1	223863726	223864851	0	1
1	223947605	223950416	1	0
1	223951479	223992594	0	1
1	223976146	223976249	0	1
1	223992743	224009703	1	0
1	223994262	223995196	1	0
1	224030704	224035056	0	1
1	224107282	224107541	0	1
1	224114111	224162047	1	0
1	224175476	224175706	0	1
1	224175756	224193441	1	0
1	224179641	224179767	1	0
1	224208741	224213625	0	1
1	224219613	224228043	1	0
1	224227334	224330189	0	1
1	224257004	224257141	0	1
1	224297646	224298600	1	0
1	224305380	224305483	1	0
1	224356858	224379459	1	0
1	224385143	224437033	0	1
1	224398227	224398311	0	1
1	224434660	224740554	1	0
1	224574434	224575389	1	0
1	224608130	224616220	0	1
1	224661173	224661886	0	1
1	224703272	224712849	0	1
1	224717504	224730662	0	1
1	224766324	224779335	1	0
1	224802959	224881355	0	1
1	224896262	225399292	1	0
1	225401502	225428925	0	1
1	225447233	225465400	0	1
1	225465021	225473837	1	0
1	225486835	225653142	0	1
1	225700264	225752258	1	0
1	225710968	225736274	0	1
1	225741275	225741380	1	0
1	225777813	225790468	1	0
1	225803148	225803448	1	0
